obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
479, 483.0, 133019, 8958, 5536, 6526, 4441, 2708, 513, 1078, 30, 47, 1.96, 162779,  X
480, 484.0, 1275271, 136781, 11241, 67308, 30108, 21456, 15773, 8132, 34, 47, 1.95, 1566070,  X
481, 485.0, 1626733, 285893, 27360, 40816, 30741, 30456, 54085, 21866, 35, 50, 1.70, 2117950,  X
482, 486.0, 1235687, 191019, 103080, 74659, 14596, 22616, 12230, 18130, 34, 57, 1.88, 1672017,  X
483, 487.0, 25513, 34079, 1686, 12891, 6292, 3781, 3291, 3313, 27, 53, 1.85, 90846,  X
484, 488.0, 551432, 386668, 138, 42814, 26036, 4716, 5033, 4125, 11, 40, 1.61, 1020962,  X
485, 489.0, 810442, 494100, 178075, 167247, 167973, 126653, 15129, 36834, 21, 47, 1.80, 1996453,  X
486, 490.0, 803466, 467879, 34456, 14825, 36665, 32037, 25656, 13930, 24, 26, 1.83, 1428914,  X
487, 491.0, 306180, 28165, 27895, 2421, 5718, 6033, 3940, 3166, 30, 34, 1.70, 383518,  X
488, 492.0, 504263, 94905, 16877, 83718, 33965, 61497, 33951, 20434, 66, 48, 1.69, 849610,  X
489, 493.0, 1804940, 128955, 50245, 17940, 11949, 48522, 21617, 10632, 69, 48, 1.65, 2094800,  X
490, 494.0, 86081, 26760, 21145, 3403, 9845, 6855, 4967, 4649, 77, 64, 1.42, 163705,  X
491, 495.0, 976437, 168727, 34726, 39962, 53891, 47477, 25065, 13978, 83, 54, 1.48, 1360263,  X
492, 496.0, 176252, 22672, 7170, 2738, 15775, 21562, 4746, 3929, 90, 43, 1.32, 254844,  X
493, 497.0, 59199, 11845, 2138, 4312, 6619, 5689, 1750, 763, 93, 40, 1.39, 92315,  X
494, 498.0, 456106, 77809, 29093, 44780, 21414, 36347, 17568, 11870, 97, 40, 1.42, 694987,  X
495, 499.0, 1951840, 110135, 17806, 44370, 18508, 14288, 12637, 10164, 90, 44, 1.45, 2179748,  X
496, 500.0, 979749, 267731, 14742, 56619, 41428, 19403, 20047, 8741, 64, 48, 1.48, 1408460,  X
497, 501.0, 1305544, 28192, 10005, 7548, 11444, 5918, 4636, 6753, 56, 50, 1.52, 1380040,  X
498, 502.0, 560342, 321034, 27395, 46875, 22923, 36397, 16705, 2695, 47, 41, 1.62, 1034366,  X
499, 503.0, 669304, 116286, 29481, 75689, 88991, 60657, 14094, 8258, 60, 40, 1.73, 1062760,  X
500, 504.0, 25816, 13403, 2096, 1780, 1590, 2471, 2583, 429, 67, 40, 1.65, 50168,  X
501, 505.0, 232941, 58999, 5755, 3656, 7812, 11779, 8467, 3691, 69, 29, 1.52, 333100,  X
502, 506.0, 396736, 14197, 23579, 9759, 6442, 13038, 2629, 7060, 81, 44, 1.65, 473440,  X
503, 507.0, 622511, 92722, 47352, 178029, 107896, 34171, 15298, 14519, 74, 53, 1.75, 1112498,  X
504, 508.0, 846803, 401984, 25519, 34834, 13008, 29162, 22257, 9021, 64, 48, 1.61, 1382588,  X
505, 509.0, 852852, 253961, 51326, 11173, 80520, 48599, 6216, 8925, 64, 51, 1.74, 1313572,  X
506, 510.0, 882310, 101503, 40620, 80956, 69238, 14957, 11786, 7394, 50, 48, 2.06, 1208764,  X
507, 511.0, 111206, 23901, 16881, 14479, 8684, 2733, 2448, 3115, 41, 48, 2.17, 183447,  X
508, 512.0, 813578, 132715, 23203, 61242, 74559, 19218, 16778, 4909, 44, 56, 2.04, 1146202,  X
509, 513.0, 1436910, 124908, 20964, 54437, 25608, 73249, 9939, 3826, 53, 63, 2.23, 1749841,  X
510, 514.0, 148895, 20876, 1770, 8739, 10332, 4863, 9958, 3076, 61, 56, 2.02, 208509,  X
511, 515.0, 315673, 17973, 13636, 2978, 7755, 2710, 5514, 3303, 66, 53, 1.78, 369542,  X
512, 516.0, 335552, 549532, 78945, 17154, 18000, 12358, 14928, 8746, 51, 44, 1.69, 1035215,  X
513, 517.0, 261875, 13830, 9857, 9545, 15418, 8162, 3541, 1895, 47, 48, 1.67, 324123,  X
514, 518.0, 1215133, 653914, 24793, 83186, 49343, 27053, 17666, 10610, 34, 41, 1.58, 2081698,  X
515, 519.0, 1732084, 229076, 62475, 28291, 24751, 86146, 13535, 6212, 47, 34, 1.83, 2182570,  X
516, 520.0, 1518297, 160449, 75696, 36976, 18123, 26188, 14442, 13452, 61, 44, 1.97, 1863623,  X
517, 521.0, 291365, 147081, 10674, 13619, 30055, 28213, 8305, 8371, 57, 30, 1.83, 537683,  X
518, 522.0, 1064554, 70805, 13443, 21109, 17988, 27636, 8028, 11298, 78, 38, 1.71, 1234861,  X
519, 523.0, 331127, 41204, 25162, 17534, 17059, 23653, 6891, 6430, 78, 44, 1.69, 469060,  X
520, 524.0, 229503, 36616, 8306, 22318, 7380, 6501, 3236, 1786, 78, 44, 1.75, 315646,  X
521, 525.0, 188104, 69379, 4981, 2866, 3265, 6861, 4083, 2560, 70, 44, 1.57, 282099,  X
522, 526.0, 611935, 43623, 29501, 88199, 37899, 26168, 11495, 6676, 66, 56, 1.82, 855496,  X
523, 527.0, 279259, 171640, 29771, 5760, 13503, 12381, 5947, 2137, 51, 47, 1.96, 520398,  X
524, 528.0, 97313, 14571, 7586, 9538, 8110, 7859, 3688, 4152, 61, 47, 1.90, 152817,  X
525, 529.0, 1818065, 273540, 14233, 87526, 23099, 22532, 13262, 5284, 57, 56, 1.85, 2257541,  X
526, 530.0, 95238, 10186, 3877, 2216, 5350, 2044, 2504, 1107, 54, 44, 1.90, 122522,  X
527, 531.0, 117450, 217199, 71866, 13280, 23966, 12521, 5699, 4039, 51, 51, 1.95, 466020,  X
528, 532.0, 735329, 192588, 322159, 112422, 18888, 40241, 16207, 6545, 37, 61, 2.42, 1444379,  X
529, 533.0, 582565, 105739, 1890, 20635, 9192, 5325, 2495, 2481, 34, 54, 2.50, 730322,  X
530, 534.0, 608837, 130998, 56674, 36628, 34778, 11661, 7170, 4845, 24, 60, 2.61, 891591,  X
531, 535.0, 878787, 58539, 16605, 43091, 30414, 33934, 12462, 5748, 44, 63, 2.71, 1079580,  X
532, 536.0, 118384, 42475, 6624, 7890, 2083, 2527, 556, 262, 41, 48, 3.01, 180801,  X
533, 537.0, 1064807, 496226, 61443, 123262, 45620, 39606, 24560, 15291, 44, 53, 2.57, 1870815,  X
534, 538.0, 38170, 11462, 1148, 231, 2038, 930, 740, 450, 48, 37, 2.40, 55169,  X
535, 539.0, 378166, 51527, 12421, 32614, 20660, 25945, 4368, 9259, 47, 37, 2.20, 534960,  X
536, 540.0, 208652, 87668, 7451, 58766, 21623, 9301, 8459, 4025, 50, 41, 2.27, 405945,  X
537, 541.0, 768651, 420820, 23733, 23374, 32668, 22214, 10691, 3926, 48, 30, 1.78, 1306077,  X
538, 542.0, 1056171, 164309, 64346, 64969, 36926, 24578, 23118, 7367, 50, 48, 1.78, 1441784,  X
539, 543.0, 1149699, 214128, 57763, 94695, 44449, 29066, 31119, 7188, 37, 50, 2.00, 1628107,  X
540, 544.0, 548343, 107756, 37534, 56686, 12495, 23927, 22467, 11505, 43, 51, 1.98, 820713,  X
541, 545.0, 417877, 32630, 36266, 14592, 7195, 8471, 3343, 3056, 51, 74, 2.10, 523430,  X
542, 546.0, 480085, 448227, 57315, 15529, 69681, 49574, 37422, 15650, 53, 57, 1.96, 1173483,  X
543, 547.0, 574304, 35641, 49951, 19716, 21550, 16222, 7760, 4339, 60, 64, 2.01, 729483,  X
544, 548.0, 201794, 105270, 3264, 2138, 2680, 7958, 10338, 2868, 54, 40, 1.72, 336310,  X
545, 549.0, 709806, 42284, 16987, 6960, 5239, 14003, 4228, 10672, 61, 29, 1.64, 810179,  X
546, 550.0, 1799896, 354965, 69985, 217729, 60472, 42677, 39499, 21936, 57, 44, 1.51, 2607159,  X
547, 551.0, 2179762, 362752, 15234, 65753, 15594, 30121, 37650, 62407, 48, 29, 1.45, 2769273,  X
548, 552.0, 656787, 12943, 11403, 3692, 2098, 1256, 2060, 1171, 43, 57, 1.40, 691410,  X
549, 553.0, 357307, 73343, 6815, 17873, 8938, 5413, 7553, 6535, 30, 56, 1.53, 483777,  X
550, 554.0, 746898, 136381, 11135, 59521, 39827, 36358, 40728, 8976, 41, 50, 1.51, 1079824,  X
551, 555.0, 2470997, 112653, 110116, 38382, 20136, 6861, 11047, 6441, 30, 66, 1.66, 2776633,  X
552, 556.0, 175759, 31196, 3084, 3694, 10989, 5773, 3108, 2730, 43, 50, 1.70, 236333,  X
553, 557.0, 316232, 172473, 12942, 13512, 13756, 11422, 2585, 3591, 43, 41, 1.69, 546513,  X
554, 558.0, 1261097, 934647, 197706, 91246, 24273, 77785, 10055, 17931, 34, 38, 2.07, 2614740,  X
555, 559.0, 133373, 4807, 4367, 3499, 4642, 1429, 1472, 382, 48, 35, 2.27, 153971,  X
556, 560.0, 183280, 48198, 5166, 8313, 6173, 5268, 4082, 2330, 41, 40, 1.99, 262810,  X
557, 561.0, 1456360, 389480, 164035, 60975, 80327, 114957, 20101, 14442, 54, 50, 2.27, 2300677,  X
558, 562.0, 99018, 255026, 141416, 16681, 24076, 28397, 22196, 13286, 54, 54, 2.24, 600096,  X
559, 563.0, 776066, 66806, 4447, 12263, 6076, 6223, 7737, 7013, 50, 44, 1.81, 886631,  X
560, 564.0, 1331352, 260586, 86772, 61281, 10300, 28463, 13931, 6681, 48, 51, 1.92, 1799366,  X
561, 565.0, 289727, 188953, 27839, 13988, 37613, 15753, 17100, 12336, 38, 44, 1.87, 603309,  X
562, 566.0, 847389, 206557, 144150, 50049, 72131, 48917, 27887, 34057, 43, 47, 1.71, 1431137,  X
563, 567.0, 2394535, 564842, 105835, 107675, 130636, 89001, 57099, 56275, 48, 48, 1.60, 3505898,  X
564, 568.0, 133097, 50840, 547, 10386, 8670, 3550, 5983, 2177, 47, 38, 1.60, 215250,  X
565, 569.0, 97897, 49099, 6455, 4357, 15640, 10056, 13466, 2433, 54, 35, 1.23, 199403,  X
566, 570.0, 322455, 32539, 12700, 5300, 5572, 2479, 993, 908, 47, 34, 1.60, 382946,  X
567, 571.0, 485012, 16260, 10594, 2737, 7870, 3180, 929, 885, 44, 38, 1.77, 527467,  X
568, 572.0, 1899064, 91224, 23485, 7546, 23144, 14467, 7549, 4494, 53, 41, 1.81, 2070973,  X
569, 573.0, 1729490, 115843, 18525, 32665, 19818, 10919, 11527, 6407, 44, 51, 1.94, 1945194,  X
570, 574.0, 604107, 257531, 6969, 19462, 29373, 46589, 18538, 5010, 56, 35, 1.98, 987579,  X
571, 575.0, 96271, 60764, 9711, 21690, 3881, 18289, 7797, 2319, 61, 30, 1.74, 220722,  X
572, 576.0, 104252, 62595, 22054, 5010, 9302, 8375, 3053, 3267, 60, 35, 1.62, 217908,  X
573, 577.0, 660010, 59388, 20472, 12919, 8600, 6466, 5717, 8930, 61, 37, 1.61, 782502,  X
574, 578.0, 87050, 46851, 8548, 9016, 5104, 5541, 5201, 2008, 54, 50, 1.59, 169319,  X
575, 579.0, 1203877, 74021, 113905, 25262, 15970, 13229, 5414, 5683, 41, 61, 2.04, 1457361,  X
576, 580.0, 1066873, 318185, 31547, 11380, 22109, 44480, 44045, 9659, 43, 51, 1.86, 1548278,  X
577, 581.0, 47107, 25291, 8723, 7104, 6989, 5819, 2145, 3348, 50, 51, 1.81, 106526,  X
578, 582.0, 588772, 76844, 9235, 12954, 8448, 4787, 3287, 1929, 44, 50, 1.93, 706256,  X
579, 583.0, 572071, 101212, 23846, 11058, 31516, 35954, 12256, 5811, 60, 30, 1.88, 793724,  X
580, 584.0, 1426154, 58473, 5757, 31488, 55008, 38188, 13369, 8575, 74, 38, 1.46, 1637012,  X
581, 585.0, 1003940, 292805, 72474, 31719, 52005, 59115, 22390, 19124, 74, 35, 1.59, 1553572,  X
582, 586.0, 411795, 48394, 24542, 22988, 25923, 22587, 13335, 4256, 90, 40, 1.59, 573820,  X
583, 587.0, 423243, 181214, 26917, 16342, 28013, 26982, 9102, 6006, 83, 38, 1.51, 717819,  X
584, 588.0, 258345, 65906, 70481, 46556, 13520, 34361, 10628, 3164, 75, 53, 1.84, 502961,  X
585, 589.0, 1657501, 76957, 156897, 35764, 23286, 68499, 6974, 7556, 81, 66, 2.28, 2033434,  X
586, 590.0, 32900, 54935, 8063, 6128, 7869, 8044, 2813, 1265, 74, 57, 2.35, 122017,  X
587, 591.0, 84089, 36028, 2322, 12978, 4807, 12212, 4306, 4457, 78, 63, 2.25, 161199,  X
588, 592.0, 289342, 82201, 23569, 73502, 21870, 36600, 8563, 6834, 80, 57, 2.40, 542481,  X
589, 593.0, 157068, 39564, 12713, 4153, 4691, 6811, 2198, 2471, 74, 47, 2.16, 229669,  X
590, 594.0, 239162, 32668, 947, 26637, 14808, 2559, 6393, 1715, 61, 56, 1.80, 324889,  X
591, 595.0, 276014, 62029, 8448, 14142, 17995, 10062, 3170, 924, 54, 56, 1.90, 392784,  X
592, 596.0, 136743, 89099, 13746, 26102, 6720, 8949, 2620, 1603, 44, 51, 2.27, 285582,  X
593, 597.0, 215541, 279878, 21465, 24559, 15991, 17751, 12402, 15250, 37, 43, 2.04, 602837,  X
594, 598.0, 640330, 65909, 37640, 73313, 37629, 40872, 38584, 10167, 53, 47, 1.99, 944444,  X
595, 599.0, 60693, 44247, 7230, 8352, 4461, 6807, 4408, 2811, 53, 47, 1.96, 139009,  X
596, 600.0, 675987, 61649, 10366, 13988, 8566, 10455, 3178, 4710, 60, 44, 1.83, 788899,  X
597, 601.0, 119223, 7053, 1023, 2087, 1730, 2246, 1055, 350, 74, 51, 1.52, 134767,  X
598, 601.0, 534860, 309877, 13997, 14638, 25753, 42261, 9465, 6923, 67, 29, 1.53, 957774,  X
